Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q96P50,ACAP3,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",Homo sapiens,High,0,2.99821573237096,3,0.053181635427665,0.705858519397811,0.870695483736415,-0.157893288365035,0.27734368896575,0.534088877391342,0.210634412666096,0.157136540839899,0.999925600286854,110.4,126.9,101.9,128.6,112.4,110.3,117.4,102.9,85.1
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",Homo sapiens,High,0,4.70202880063711,25,0.24506150033555,0.012109412914297,0.10370232383763,0.188185204596335,0.0390168948046,0.181082365839485,0.056686885997523,0.482607558139878,0.999925600286854,5100.8,4896,5141.8,6274.3,5487,6207.3,5878.1,5710.9,5657.2
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",Homo sapiens,High,0,4.309010216845,13,0.363225801019356,0.028512173219906,0.166202428370974,0.408635003066895,0.016837559729596,0.114455039303816,-0.045774570478743,0.749476694748506,0.999925600286854,2050.6,1806.8,1761.4,2399.6,2064.1,2803.3,2214.8,2407.2,2863.1
Q9H3P7,ACBD3,Golgi resident protein GCP60,Homo sapiens,High,0,4.39945738549554,16,-0.06303189938794,0.61024637937918,0.822183342258797,-0.028399356815692,0.81591074222006,0.912598909255551,-0.034567623505338,0.779534239189471,0.999925600286854,3138.1,2879.9,2525.2,2798,3044.2,2352.4,2672.2,2928.1,2749.4
Q8NC06,ACBD4,Acyl-CoA-binding domain-containing protein 4,Homo sapiens,High,0,2.74873055609849,2,0.396886772012227,0.085614405921789,0.305860101963141,0.816164389516776,0.003487268361633,0.044905600645037,-0.419074309667076,0.072754705677474,0.999925600286854,50.3,45.9,39.8,65.6,53.1,60.3,58,81.2,106.5
Q5T8D3,ACBD5,Acyl-CoA-binding domain-containing protein 5,Homo sapiens,High,0,3.73143564737856,15,0.402921154659824,0.00357397039313,0.04911417126184,0.434583903231314,0.002250323459036,0.034480130352301,-0.03220450404669,0.75654591435378,0.999925600286854,450.6,465.9,553.5,608.2,646,682.5,611.1,681.3,689
Q9BR61,ACBD6,Acyl-CoA-binding domain-containing protein 6,Homo sapiens,High,0,4.01214517559711,10,0.237750766512418,0.162564198609722,0.431818824153582,0.159228845177158,0.334086381060655,0.584414642137076,0.078406445759759,0.626812167697743,0.999925600286854,873.3,1170.8,1078,1028.1,1381.5,1272.1,997.8,1197.9,1284.1
Q8N6N7,ACBD7,Acyl-CoA-binding domain-containing protein 7,Homo sapiens,High,0,3.62655592106283,4,-0.269774798564996,0.120856416450286,0.37089633085936,-0.447719894704279,0.019884958915229,0.12509886527857,0.178040106921527,0.288387443822513,0.999925600286854,462.1,625.2,565.3,437.2,516.5,412.4,349.1,480.7,383.6
Q96AP0,ACD,Adrenocortical dysplasia protein homolog,Homo sapiens,High,0,3.54890510528859,4,-0.135747186690567,0.213845774979193,0.497164575982555,-0.289187906106522,0.019199815083217,0.12254163545493,0.153774270105045,0.16129661756612,0.999925600286854,375.9,470.9,453.3,370.2,397.2,412.1,339.1,350.6,369.9
Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,Homo sapiens,High,0,4.8266875680889,49,-0.078957675298817,0.415667851900334,0.686019657996517,-0.133485975362165,0.186502812873874,0.434169534489846,0.054192171728108,0.576525239787191,0.999925600286854,8651.2,7229.2,7623.2,7827.8,6922.1,7457.9,7133.7,6766.4,7483.1
P53396,ACLY,ATP-citrate synthase,Homo sapiens,High,0,5.09579853523783,56,0.14036464922597,0.170074049345862,0.442806768501142,0.057804845044232,0.55247639924337,0.761484082643071,0.082780573562962,0.403172971532442,0.999925600286854,13215,12427.3,14009.7,15359.9,14312.5,14003,15338.7,13184.2,12830.2
P21399,ACO1,Cytoplasmic aconitate hydratase,Homo sapiens,High,0,4.51184193399097,28,0.377336425227958,0.002597688712898,0.04088210747134,0.320835388228548,0.006608474049452,0.065453253866668,0.057087115983174,0.544759783792131,0.999925600286854,2955.5,3036.7,3155,3791.4,3762.6,4353.4,3712.1,4137.7,3592.5
Q99798,ACO2,"Aconitate hydratase, mitochondrial",Homo sapiens,High,0,4.80354929101546,40,0.114297840940624,0.169077162258134,0.441256273608393,0.09513492659174,0.246264229732092,0.504282631081199,0.019100383569833,0.803148910593267,0.999925600286854,6483,6540.6,7172.3,7370.4,6869.7,7625.9,7164.7,7081.6,7305.3
Q86TX2,ACOT1,Acyl-coenzyme A thioesterase 1,Homo sapiens,High,0,4.29250416875363,19,0.105667427839652,0.455973076049161,0.71766328820848,0.128111860268773,0.370416220957644,0.617945876957982,-0.022847391703643,0.873171661268923,0.999925600286854,1877.7,2034.4,2262.8,2019,2068.4,2579.3,1991.9,2182.9,2594.8
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13,Homo sapiens,High,0,3.97544559541683,4,0.48878796184866,0.00749703540604,0.077463662955992,0.412190453943528,0.017485706034187,0.116997077220402,0.076449196979285,0.601693416132248,0.999925600286854,903.3,903.2,724.2,1157.6,1039,1356.1,1081.3,1278.5,1007.1
Q8N9L9,ACOT4,Acyl-coenzyme A thioesterase 4,Homo sapiens,Medium,0,3.12188798510368,1,0.138143392194583,0.681590018694857,0.857103833917825,0.052253350144013,0.875950059763743,0.943768317484027,0.085189489652884,0.798198767277737,0.999925600286854,121,196.4,105,125,205.2,129.6,113,213.5,115.3
O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,Homo sapiens,High,0,4.57257887734242,16,-0.127238460017889,0.106051966205898,0.343510077247571,-0.132109197082378,0.095630928019945,0.304986512817225,0.00403693003102,0.948900420677208,0.999925600286854,4248.9,4618.2,4352,3904.7,4088.9,4103.4,4143.6,4017.3,3897.8
O14734,ACOT8,Acyl-coenzyme A thioesterase 8,Homo sapiens,High,0,3.62429241149657,7,0.243020842987447,0.099171422434937,0.331136165647407,0.163841067638532,0.245315465760553,0.502796713162695,0.078827562038612,0.563121908346805,0.999925600286854,359.4,459,458.4,444.2,486.6,579.7,443.3,484.6,494.9
Q9Y305,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",Homo sapiens,High,0,4.3590021275039,17,0.349099311916543,0.196239400527941,0.477111078073521,0.426778849277191,0.122800134177385,0.346606925574488,-0.077454819778381,0.763896223871772,0.999925600286854,2871.7,1625.3,1888,3266,2026.1,2754.1,3244.7,2255.4,2924.8
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,Homo sapiens,High,0,4.47553027394496,18,0.510901680089452,0.004386892431009,0.055594695865593,0.585979785868309,0.001943805733889,0.031080307641788,-0.075256857901901,0.588284460576911,0.999925600286854,2428.2,2707.7,2448.6,3830.7,4127.5,2946.4,4020.9,3965,3415.3
O15254,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3,Homo sapiens,High,0,4.1950301936966,16,0.332827203555397,0.028480039651169,0.166202428370974,0.306199200792611,0.040015584214887,0.183683227124182,0.027072825467305,0.837420801029106,0.999925600286854,1280.1,1538.7,1672.5,1736.6,1870.3,2027.1,1632.7,1859.5,2051.1
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens,High,0,4.21120333243712,10,0.075820478888759,0.580343757727411,0.804559166017116,-0.230424150065777,0.11783881646735,0.338248169331051,0.306972604252276,0.047361899243122,0.999925600286854,1783.5,1956.1,1834,2038.9,1659.4,2215.7,1649.5,1764.8,1361.2
P24666-2,ACP1,Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens,High,0,2.36828688490213,3,-0.131941760259647,0.835580340954196,0.930126452182275,0.178956395841141,0.780652759408774,0.894015178387394,-0.308093791912398,0.628753244285902,0.999925600286854,16.3,17.1,39.5,11.6,18.4,39.1,12.9,21.8,56.8
P11117,ACP2,Lysosomal acid phosphatase,Homo sapiens,High,0,3.61876957707524,4,0.09861700820831,0.601863702598714,0.817263847539841,0.142908316592069,0.453369212113499,0.687598244617732,-0.044463248415767,0.813146377234306,0.999925600286854,402.8,442.3,452,397.8,398.9,622.9,419.9,464.2,556.1
P13686,ACP5,Tartrate-resistant acid phosphatase type 5,Homo sapiens,High,0,3.23289450915601,3,0.513499833221032,0.010493691823668,0.094437042560879,0.748604538036334,0.001178927464758,0.02324813240482,-0.235084525602119,0.170276010236569,0.999925600286854,123.7,165.5,127.7,188,230.9,175,218.6,270.5,209.7
Q9NPH0,ACP6,Lysophosphatidic acid phosphatase type 6,Homo sapiens,High,0,3.37615705778325,3,0.176298949543853,0.324338755933453,0.611242930931844,0.362372524597175,0.062058677989319,0.237985295631287,-0.186222297934632,0.301839798499636,0.999925600286854,249.5,240.6,202.5,232.5,242.3,311.6,273.9,254.9,369.9
Q96CM8,ACSF2,"Acyl-CoA synthetase family member 2, mitochondrial",Homo sapiens,High,0,4.0454598969031,11,0.527546558154432,0.001961534980946,0.034297614627082,0.449005064279025,0.005074223047607,0.056348221848108,0.078756427571421,0.5306724168846,0.999925600286854,956.5,897.8,1058.3,1526.2,1170,1524.5,1360.7,1247,1362.5
Q4G176,ACSF3,"Acyl-CoA synthetase family member 3, mitochondrial",Homo sapiens,High,0,4.29500600300981,17,0.152973085952137,0.50729955716455,0.758018961138671,0.246009364031268,0.295377266897455,0.549910353802064,-0.093173427160539,0.683115485183181,0.999925600286854,1589.1,2172.3,2195.2,1699.6,2539.2,2412.4,1765.7,2660.8,2690.2
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,Homo sapiens,High,0,4.02175144984644,16,0.094856674499306,0.215612922182678,0.499141407997816,0.134011198949653,0.09285578634821,0.299088314658294,-0.039096112895707,0.594050183568441,0.999925600286854,1133.5,1130.3,1058.1,1176.2,1150.6,1219.9,1184.2,1195.4,1265.4
O95573,ACSL3,Long-chain-fatty-acid--CoA ligase 3,Homo sapiens,High,0,4.27107220093363,23,0.198579321852796,0.285273574369814,0.5722274320855,0.208362420421632,0.264840488379132,0.521170440274493,-0.009917707035473,0.958684456787909,0.999925600286854,1788.7,1702.6,2133.4,2102.7,1848.8,2528.2,2154.6,1749.4,2658.5
O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,Homo sapiens,High,0,4.7011317447329,26,0.07147712425621,0.362458338094121,0.64417871207449,0.08935899476329,0.26349357117318,0.520185400329543,-0.017973069871719,0.819943186475955,0.999925600286854,5134.3,5463.2,5533.1,5458.4,5521.6,5979.1,5548.1,5658.5,5953.2
Q9ULC5,ACSL5,Long-chain-fatty-acid--CoA ligase 5,Homo sapiens,High,0,4.3220331286318,20,0.126049633435579,0.151569279194966,0.4165167877662,0.199870566802743,0.035191997665086,0.170684151400292,-0.072956401351368,0.381114639886748,0.999925600286854,2177.8,2156.7,2138.7,2314.9,2243.8,2513.1,2349.2,2426.4,2670.4
Q9UKU0,ACSL6,Long-chain-fatty-acid--CoA ligase 6,Homo sapiens,High,0,2.44153803870216,1,-0.144250225939833,0.577187372381728,0.80309491221283,0.263271593084928,0.3170373525666,0.57056343683717,-0.407243960111696,0.136666045179732,0.999925600286854,37.1,34.2,19.5,27.1,32.1,21.1,36.1,31.1,38.1
Q53FZ2,ACSM3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",Homo sapiens,High,0,4.17469347914945,16,0.413853673265514,0.001845636533837,0.033059823452337,0.352674526135483,0.004778134462419,0.054505437868969,0.061065281977709,0.528702032728084,0.999925600286854,1356.3,1381.6,1397.3,1699.6,2060.1,1768.9,1627.3,1839.7,1821
Q9NUB1,ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Homo sapiens,High,0,4.12753563806623,17,0.094342377311837,0.57182796751593,0.79972152345007,0.228567040539764,0.1880000618393,0.43603917296325,-0.134426080709546,0.422359493681277,0.999925600286854,1565.6,1234.4,1329.7,1525.4,1273.8,1607.8,1508.9,1374,1993.7
Q9NR19,ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic",Homo sapiens,High,0,4.08260946337741,13,0.379664311424998,0.015187557367787,0.117521001569013,0.198199103594452,0.150350885864258,0.388400632738716,0.181283078380669,0.184279497867245,0.999925600286854,1104.4,1103.6,1295.1,1463.6,1365.2,1738.8,1177.5,1379.6,1467.3
P60709,ACTB,"Actin, cytoplasmic 1",Homo sapiens,High,0,5.75844632742728,1,-0.136451351630524,0.260374801707613,0.549423315983314,-0.093152339563186,0.432320555146567,0.669883594523266,-0.043338927516448,0.712379244935958,0.999925600286854,63291.9,70373.9,67279.9,56330.7,62735.5,63877,73330,60667,55499.1
Q562R1,ACTBL2,Beta-actin-like protein 2,Homo sapiens,High,0,4.05399602550762,5,0.034172161815498,0.796982249814661,0.912851967819326,0.229123044326438,0.11013998162465,0.326155265450775,-0.195284646226292,0.165427429301935,0.999925600286854,1066.1,1224.5,1244.1,1222,1132.3,1260.1,1677.3,1259.3,1238.2
P68032,ACTC1,"Actin, alpha cardiac muscle 1",Homo sapiens,High,0,4.64252486220797,10,-0.004648880855188,0.970670967979565,0.990147432542366,0.124621425768808,0.325603887758579,0.577123376226663,-0.129253986423845,0.309357124760184,0.999925600286854,4626.9,4467.2,5097.9,4343.9,5191.6,4628.6,5987.9,4545,5017.1
P63261,ACTG1,"Actin, cytoplasmic 2",Homo sapiens,High,0,3.17318626841227,1,-1.20255494569153,0.036580270613433,0.191959116972045,-1.02458615466865,0.065921218537706,0.246503876292145,-0.177571640593295,0.722589675737354,0.999925600286854,149.4,445.3,196.8,65.5,120,136.5,70.7,115.7,190.1
I3L4N8,ACTG1,"Actin, cytoplasmic 2 (Fragment)",Homo sapiens,High,0,2.85545858038604,1,-0.43735508423338,0.02427871185796,0.151548098503025,-0.369871396367113,0.047435094340989,0.20222571727048,-0.066968742595975,0.687037927731256,0.999925600286854,81.4,109.9,94,63.1,84,64,63.4,73.7,83.4
O96019,ACTL6A,Actin-like protein 6A,Homo sapiens,High,0,4.45989736311062,18,-0.089761457537597,0.384953132273829,0.660980872216878,0.024292550421025,0.808820132490565,0.909551237254017,-0.113197758560606,0.275373045392099,0.999925600286854,3284.2,3202.2,3245.2,2896.3,3024.1,3237.4,3108.2,3052.9,3783
P12814,ACTN1,Alpha-actinin-1,Homo sapiens,High,0,4.75618332375631,31,-0.070491990835397,0.70874362391749,0.871804219909696,-0.059262546356919,0.752301923659298,0.879607748758019,-0.011156500443454,0.95329714837304,0.999925600286854,6867.8,7350.8,5352.4,6083.3,7339.3,5229.8,6894.3,6904.4,5018.4
P35609,ACTN2,Alpha-actinin-2,Homo sapiens,High,0,2.88155582979331,1,0.036570641636525,0.83782113637028,0.931264676324344,0.186801621752388,0.307805507716828,0.562142888342428,-0.1508408643632,0.406342419009311,0.999925600286854,81.3,70.2,87.9,71.2,92,82.6,77.9,81.1,117.1
O43707,ACTN4,Alpha-actinin-4,Homo sapiens,High,0,5.16599856544846,40,-0.141745277280205,0.109457805232468,0.350065962552566,-0.052356426138449,0.526562099304424,0.741927853794041,-0.089582246964783,0.290909871134844,0.999925600286854,16646.2,16794.6,17581.6,14141.6,16128.3,16052.9,15864.4,16355.7,16989
Q9NZ32,ACTR10,Actin-related protein 10,Homo sapiens,High,0,3.87575557925805,12,-0.067868932671393,0.412700245470425,0.683471262634604,-0.159148107626843,0.076449585800988,0.267664851560386,0.091363684347234,0.280266615041936,0.999925600286854,880.2,853.8,900.8,805.2,848.7,859.9,848.8,783,731.6
P61163,ACTR1A,Alpha-centractin,Homo sapiens,High,0,3.92599240008596,4,-0.113553751222748,0.411941295380036,0.683467976072598,-0.218527686994555,0.133282238552208,0.361795459279836,0.105054437042695,0.447595900646537,0.999925600286854,970.3,912.1,1146.7,826.6,863,1123.2,881.8,855.3,854.2
P42025,ACTR1B,Beta-centractin,Homo sapiens,High,0,4.5557810344466,4,-0.051534818135091,0.487468134576544,0.742762786395532,-0.037012817674097,0.614569429760413,0.798277674603875,-0.014183024814559,0.843854713347499,0.999925600286854,4109.2,4016.1,4102,3879.7,4009.5,3910.7,4181.8,4009,3738.8
P61160,ACTR2,Actin-related protein 2,Homo sapiens,High,0,4.74608826377238,18,-0.050733596022315,0.608340685172772,0.821488764946189,-0.137428081685467,0.1842929022361,0.43129118021328,0.086936343288305,0.386719985675961,0.999925600286854,5870.2,7090.1,6448.8,6297.6,6274.4,6113.9,5672.3,6450.1,5512.5
P61158,ACTR3,Actin-related protein 3,Homo sapiens,High,0,4.7434933019902,21,-0.059082869626725,0.485816410435335,0.741283020433514,-0.084418226251517,0.328109633015797,0.57946269525581,0.024927438930236,0.765007296347228,0.999925600286854,5805.4,6697.8,6600.8,5868.9,6250,6185.5,5787.4,6221.4,5980.7
Q9P1U1,ACTR3B,Actin-related protein 3B,Homo sapiens,High,0,2.51969676715985,4,0.350495321268456,0.011953299618237,0.10265522453278,0.2674804028951,0.040371729456822,0.184451615881945,0.084075220356117,0.465722499067031,0.999925600286854,35.9,29.8,29.5,37.5,38.3,45.7,36.1,39.5,38.6
Q9H9F9,ACTR5,Actin-related protein 5,Homo sapiens,High,0,3.82551699200772,10,-0.160018868203738,0.091637509048886,0.31692956825991,-0.228247763764272,0.024944846355525,0.138766555152967,0.068485489150802,0.438327237815678,0.999925600286854,841.6,766.4,825.6,767.2,695,716.3,740.7,642.8,695.8
Q9GZN1,ACTR6,Actin-related protein 6,Homo sapiens,High,0,4.10114193871629,11,-1.82439440125556E-05,0.998684865567513,0.999052502553383,0.003743730155093,0.972743327874585,0.987565227826039,-0.004021650110297,0.974057598154302,0.999925600286854,1221.8,1545.4,1446,1338.4,1433.1,1424,1273.9,1494.4,1445.4
Q9H981,ACTR8,Actin-related protein 8,Homo sapiens,High,0,3.91194555098816,13,-0.240570287928904,0.07846698778705,0.292051272783371,-0.247158379357458,0.071702924139367,0.25877194001056,0.006913074940122,0.956088986191015,0.999925600286854,911.8,1099.4,1023,756.5,872.1,943,787.9,810,961.1
Q04771,ACVR1,Activin receptor type-1,Homo sapiens,High,0,3.46575451983388,5,-0.167422335822446,0.305529136325317,0.592263775458881,-0.349236998168841,0.050238483343417,0.209307181906847,0.181661539885403,0.267333722004542,0.999925600286854,325.5,387.4,375.4,266.3,333.3,376.7,241.2,296.4,320.3
P36896,ACVR1B,Activin receptor type-1B,Homo sapiens,High,0,2.48713837547719,1,0.324321058170642,0.038098225153181,0.195720730269991,0.65505628442612,0.000911491490057,0.019892227431886,-0.331547315957349,0.035064449551589,0.999925600286854,28.9,28.9,22.6,31.6,38.3,30.6,46.2,39.1,40.8
Q03154,ACY1,Aminoacylase-1,Homo sapiens,High,0,3.99446673189642,13,0.002823856025137,0.987217653328502,0.994876363411662,0.094437646308015,0.522619843500812,0.739904920825731,-0.091904609648508,0.532716363888793,0.999925600286854,1207.1,1112.4,903.3,1080.7,1228.3,918.2,1145.3,1231.7,1046.4
P07311,ACYP1,Acylphosphatase-1,Homo sapiens,High,0,3.81395441462895,7,0.082022834119702,0.308919601095385,0.594733291828022,0.230821655161469,0.01476977482276,0.105946046157508,-0.148776248525091,0.083290691790451,0.999925600286854,712.8,624,680.9,709.5,719,704.2,803.7,805.3,756.2
P14621,ACYP2,Acylphosphatase-2,Homo sapiens,High,0,3.81289999353013,6,-0.024734420827112,0.770611893317303,0.900619031890409,-0.016388586774418,0.848521229684723,0.930052868279802,-0.008474937943292,0.919484735039683,0.999925600286854,702.2,743.6,740,655.6,788.3,709.7,720.6,722.8,717
P00813,ADA,Adenosine deaminase,Homo sapiens,High,0,4.43258129744704,17,0.356031224059802,0.099313609794033,0.331485084682549,0.316272953193176,0.137092221392579,0.368524070698531,0.039980386955754,0.840249921267942,0.999925600286854,2651.4,2541.4,2401.7,3989.6,3480.9,2444.9,3843.3,3104.2,2618.4
Q6DHV7,ADAL,Adenosine deaminase-like protein,Homo sapiens,High,0,3.53697486257359,5,0.569486063612254,0.000431240645058,0.013211530330152,0.545888550530271,0.000576698305592,0.015654948413708,0.024044595634297,0.822956739395674,0.999925600286854,310.4,296.5,265.9,427.9,432.4,432.4,419.6,480.6,377.6
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,Homo sapiens,High,0,4.17885037946647,18,0.054569125939557,0.571984952334843,0.799778641619228,0.059572211850885,0.53777115379201,0.751103271018061,-0.005312689229956,0.95796467985998,0.999925600286854,1535.8,1672.3,1688.2,1645.3,1606.3,1837.6,1637.4,1603.3,1869.4
Q13444,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,Homo sapiens,Medium,0,2.96750117472284,1,-0.156303368801417,0.464221976308349,0.724934709096579,0.001673842369007,0.9936164575058,0.997605429850464,-0.157362926575824,0.459586954641178,0.999925600286854,92.8,138.4,90.9,88.6,116.4,81.9,87.6,114.6,116.7
P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,Homo sapiens,High,0,3.66977232538764,9,-0.05025113913298,0.610257514367826,0.822183342258797,-0.065718601810135,0.505358816649626,0.727078487229422,0.015309965768752,0.871857122272346,0.999925600286854,536.3,511,550.9,539,491.6,513.5,494.7,463.2,574.7
